-133.683395,0.402911,2.872155,3.379132,4.017496,-1.162664,3.518224,-5.425417,1.091803,-0.962070
-59.773109,-0.222461,4.521502,2.065382,1.645245,-0.839122,1.375315,-4.270111,0.823410,-3.720518
-65.006180,1.464572,-0.373453,0.912602,-2.186443,1.268697,-1.263494,0.535806,-0.702510,-3.055386
-37.014729,-1.383594,-3.807005,-0.667753,1.442384,1.517620,1.419084,-3.095044,-0.030500,2.775787
-121.027779,2.920184,-1.173475,1.150459,0.672841,0.361745,7.406467,-2.682368,-1.457715,5.934077
-133.801132,-0.962247,2.107166,3.724958,3.909752,5.522593,-1.683967,2.939963,3.026176,1.852945
-120.755356,-5.917329,-3.377520,-5.769204,6.499293,2.471361,-1.158309,4.358754,-2.289207,2.992995
-71.989098,-0.330647,0.906376,3.631819,-2.495987,0.561740,-1.658740,-1.174799,-0.374755,-4.329604
-150.535187,-2.259093,0.742797,2.167591,3.734394,4.691178,-1.773666,-1.284426,1.129713,0.955508
-105.049721,7.012238,-4.319567,-6.812350,-3.465068,2.092901,2.905586,-3.304852,2.355978,-4.143623
-74.180565,0.374492,1.224979,-5.516739,-1.977368,-1.385109,2.248676,-0.867809,-3.049910,0.606898
-102.905540,-2.223637,3.769732,1.552981,5.648026,-5.756778,-3.139040,-2.842865,-2.467729,-4.992228
-37.996334,3.973643,-1.379845,-2.761923,-2.880484,4.249087,8.089677,6.575003,-3.185417,-6.079021
-68.608894,-5.381903,1.765520,-1.126045,0.478958,0.663552,3.805322,5.070339,-0.319482,2.624062
-127.669106,4.244852,-0.023524,4.753265,-5.108321,-0.249897,-5.260891,4.750270,-0.655963,1.423759
-110.390732,-7.488293,4.786824,0.379120,3.819029,-4.504159,7.377379,3.078706,-0.445359,5.704841
-46.372681,-1.154334,-0.709813,-3.137796,-2.605079,4.448295,-0.453070,8.111095,0.925131,-3.346855
-112.280594,-3.531984,-2.904597,-2.040293,-9.303121,-5.414665,8.109135,4.949561,-0.667922,3.327220
-88.755280,-6.975436,2.038201,-1.885930,8.486438,2.344981,7.580485,-2.464382,-2.728437,3.481002
-23.044024,6.858870,-1.471882,-4.836182,-0.991775,4.763940,1.064064,-2.753996,2.087334,-0.398606
-82.946724,2.515289,4.400131,-1.932572,-2.507607,1.154833,-2.700140,4.440301,-2.334877,-0.255411
-105.735649,-1.063333,-2.974118,-3.380823,7.914320,2.034666,-2.551944,5.822649,-2.950241,-2.777482
-123.667557,-3.022958,-3.832558,-6.636003,2.957361,-1.508613,3.882409,-5.101177,2.685792,0.911964
-102.835587,-6.035754,-5.374040,-10.427344,7.892899,-2.730679,4.225209,-1.409692,-0.217679,2.952759
-60.918209,-1.799732,-3.364677,-0.798300,-0.711586,5.865259,-0.174535,-2.965781,0.934409,-2.074678
-47.583923,2.984584,-3.022761,0.779726,-1.042874,-1.557528,10.985840,-1.352442,-0.604480,-0.895419
-147.231979,-2.367789,4.522022,5.558774,-1.967268,-1.932778,0.396619,-1.276309,-1.533999,4.503789
-83.805405,2.028821,-0.446369,0.197343,10.549005,-1.149882,-6.541747,-4.980737,-1.012960,5.471714
-85.721260,2.699477,-1.092052,-7.716126,0.321151,-1.739877,5.207069,1.696790,-6.166943,-3.010708
-93.650452,2.874554,0.607702,1.978572,-0.314674,5.315784,-1.151110,-1.398806,2.723203,-5.055809
-54.816994,-2.464903,1.312238,2.714290,-1.119962,1.712233,0.323808,-0.454833,-0.777431,1.116896
-124.723541,1.404355,-2.611300,-1.107772,-2.223869,-3.007628,2.728376,-4.965643,0.607087,1.498980
-70.042007,-2.800016,-0.349518,0.861197,-0.134322,2.893234,4.125457,-0.909432,-1.279998,-0.479843
-36.501072,0.317987,3.600202,2.467449,-3.334074,-1.273258,-4.000368,-0.261666,0.353259,-4.281570
-68.831833,7.064141,-5.247464,0.337979,-3.760159,1.200467,-0.057623,-2.042309,5.605171,-3.136286
-83.481628,8.458146,-2.216379,-3.236519,2.894310,-3.457000,-0.480086,3.577745,-3.310054,-3.937985
-64.312523,8.953108,-3.270770,-4.162746,-3.877171,4.315078,4.329921,-0.427793,-1.915465,-2.795396
-77.239906,-3.088731,3.433743,1.026198,-2.489832,0.182782,2.309239,-3.887928,1.520172,-2.457065
-29.218521,4.636194,2.276428,3.560157,-4.956129,-0.013364,-2.270096,0.811958,1.904204,0.495622
-67.555954,-1.093973,-1.505948,4.108575,2.582680,0.342403,-0.589925,-1.322703,-0.075563,1.329586
-46.453545,0.278899,-0.818198,2.134490,0.135423,0.391121,-1.635679,-1.048437,-0.881558,-1.999982
-78.634094,-4.784947,3.467534,1.391947,7.426609,-1.102570,-9.028696,10.614001,-2.539386,1.209460
-100.555870,-1.182215,3.820262,3.944988,-0.915741,-1.839808,0.277463,-0.898117,2.241763,-2.071625
-106.464317,7.557061,-6.069977,-5.193129,-0.478449,1.453747,0.969843,1.946322,-1.582566,-0.231966
-89.092636,-1.690370,-0.134689,-2.245976,1.581478,-2.601956,0.569504,-1.551490,-3.576995,-0.739132
-94.398811,-1.241384,-4.122347,-7.145367,-1.203424,2.948612,3.111349,-0.470009,0.079346,-5.682311
-96.465828,-2.805434,0.226000,3.308218,-4.651312,5.646526,-2.850961,-5.443972,5.019925,-3.686826
-91.186539,-4.354938,3.757927,1.206402,-2.690938,-1.775395,-4.212054,7.256015,1.806816,-2.059398
-109.937691,7.868283,-3.338607,1.491532,-4.187706,-0.742779,3.751574,-1.596307,0.995363,-1.522357
-69.242180,-3.590421,2.395660,2.241780,2.595021,-3.878252,-2.531919,0.050810,5.596928,-3.401621
-73.774498,-0.790006,4.231092,5.830514,-2.098104,-1.953200,1.005840,1.185315,-0.491858,-6.134144
-96.700630,-1.622677,-2.360606,-3.752740,-4.773795,-5.429540,-1.988794,2.731980,-3.935570,5.097798
-111.094963,-3.158787,-10.445467,3.511010,2.566615,-5.709126,-6.444245,-2.820527,4.662554,8.287358
-102.874657,5.381585,1.713123,0.851789,0.968619,-5.354627,1.972343,-1.223442,-4.226439,-4.117418
-72.307434,-3.652223,-0.042346,-2.707293,-3.007315,0.805610,-5.574563,-0.894160,0.655991,-2.774529
-110.065063,-4.138512,-1.085922,-1.342268,2.576319,0.936217,1.604276,2.768274,2.624291,1.861758
-43.303757,7.381608,5.789515,-6.223722,-4.297451,2.154082,10.742899,-2.432988,-2.617984,-4.542244
-128.402344,2.324382,-3.250494,-4.049980,-0.916638,-3.151713,0.325280,-0.995548,2.914052,2.772246
-55.203339,-1.193363,3.065310,0.080651,-0.218332,-0.944798,1.695143,-2.018806,0.029549,-0.582621
-87.113113,5.336004,-3.189709,3.591686,5.359408,7.251262,10.396568,-5.557248,-0.035002,3.201159
-92.881622,-1.878234,3.017213,2.784405,8.098314,-3.011576,0.217842,-4.971458,-0.255223,4.766468
-48.428127,6.831050,5.291031,4.226019,-5.186670,-2.110653,-5.604403,-3.334932,1.509515,-4.755378
-66.804153,-0.918313,4.966699,0.890636,-3.474077,-2.738773,1.644921,-2.292336,3.625353,1.303221
-102.946732,0.856105,-2.766463,-1.771992,4.742360,0.322596,-1.757091,-2.638748,-1.810113,-2.800040
-88.657562,-1.362928,-7.779890,4.189449,-2.070210,-3.843241,-0.750180,5.266585,-1.581924,-3.893090
-109.222488,-12.659998,1.955278,2.209633,-7.663111,2.065246,1.638083,-6.753289,3.374789,-6.284371
-89.885368,-1.279546,2.772211,-0.904909,-2.655735,-1.349306,3.152186,0.516347,-4.328954,1.329998
-68.423790,-3.591236,-1.786481,-0.916660,-8.081507,-2.367440,-2.737798,13.124357,-1.127582,6.935006
-69.134361,-1.546825,4.692751,2.000890,-6.435349,0.137413,0.045835,1.235826,1.602296,-1.802832
-72.685287,4.293972,-2.417951,4.507687,3.269516,5.739841,-3.847639,-4.434373,1.027584,1.699079
-82.044579,7.283617,4.697169,3.927918,-3.721169,1.896608,1.594077,-4.191272,-0.575083,-6.191298
-43.731468,11.625205,-0.257105,-5.380116,-6.670472,-0.935881,-4.971328,2.837564,2.526421,2.582691
-93.610176,0.737177,-1.158859,-1.512919,-2.839057,-2.569295,-0.455957,5.224730,-2.389719,1.089552
-117.778656,5.471654,0.091741,-1.996274,-4.871204,-2.610428,-5.505567,6.855428,-1.931950,6.208901
-99.523949,-5.775266,-4.325107,1.934766,-10.645973,5.546892,6.004338,-2.109034,3.068156,11.034825
-42.596390,-2.158139,5.056631,0.095946,-0.957384,1.232099,3.019101,-0.392616,-2.977000,-3.637268
-105.122292,-11.839164,5.638918,7.686934,-6.400591,0.817708,-2.206527,0.620321,-4.370818,-5.491101
-93.308037,3.353557,-9.797968,1.055035,1.494473,-4.201002,-0.781901,-1.533063,-3.785191,-5.188773
-82.094063,-7.122610,4.322664,1.674121,-3.228263,-1.133747,-2.490678,3.828638,-4.580513,-2.352527
-85.642197,-2.486303,-2.306818,0.564553,-2.901375,-3.475035,1.125239,-3.555556,-3.130141,0.107495
-99.176529,2.000655,-3.526200,4.316573,3.773441,-5.780427,1.011842,5.909964,-1.052343,-0.835923
-82.997421,2.904247,1.413244,2.952931,-2.848982,0.645228,1.358428,1.129716,-2.209436,-1.732037
-64.254066,4.256582,2.076689,-3.320980,1.120310,-3.394188,-3.090115,4.173794,-2.201846,-4.541333
-12.461234,6.092174,3.013673,-1.660411,-2.047435,0.856485,-2.529665,1.678233,-1.685028,-3.098332
-51.349133,-5.050139,-1.292711,4.736301,-1.486713,5.267530,-0.523997,-6.241536,2.767849,-3.665157
-101.176414,-1.516289,-1.630026,-2.073756,0.453430,3.780159,1.466752,-0.421486,-1.050796,0.378830
-48.430920,0.394945,-0.999650,0.581804,2.550910,-0.218084,-0.632435,-2.241081,0.673948,3.018338
-98.390839,0.920757,-0.739975,-4.439522,-1.174066,3.069237,-0.166641,-0.070889,2.286429,-0.579919
-85.174240,0.819808,-3.475933,-4.829495,4.602198,-2.346299,0.392763,5.252379,-2.868163,-3.093910
-24.056120,-1.519307,-1.466464,-3.048518,-0.320479,-0.192481,7.287749,3.898810,-0.388662,0.000895
-87.878586,1.852999,-0.480223,-3.402431,4.709852,-0.472440,1.256206,8.224330,-0.575103,3.219682
-77.553024,-7.059073,-2.661285,-2.520890,-10.701186,5.241589,-3.483993,10.530549,6.009767,5.096020
-93.243263,0.495695,-0.322463,-1.508153,-0.798925,-0.728192,-1.232011,-2.453077,-1.044307,-0.437597
-41.812805,-3.980259,-1.051222,-0.776381,0.650061,-0.963822,-0.192420,-2.416006,-0.036036,2.304703
-30.804380,-1.179920,-0.190645,1.465515,-1.136661,-0.233739,-2.262797,2.864797,-0.888720,0.937818
-80.556396,2.996318,-4.709013,-3.140625,3.656463,3.046288,4.990536,6.851252,-0.296015,-7.360523
-40.863865,-0.434523,0.570291,-0.031393,-3.192131,1.178152,-4.301715,0.247401,1.055744,-3.000203
-94.125275,-2.967130,-0.595423,2.816385,-0.611390,1.939442,-1.317053,-0.091011,-1.665289,-1.074751
-77.987701,6.278975,-0.833084,-2.697405,1.241925,3.815904,-0.243044,-2.333967,-2.638120,3.430165
-44.440216,4.043407,1.551042,3.742524,-4.822109,4.959393,-9.341548,5.654303,2.536843,0.081894
